	B.M,r	B.M,p	B.T2D-NGT,fc	B.T2D-NGT,p	B.M,q	B.T2D-NGT,q	name
ENSG00000171819	0.13764412826830802	0.37293202257244606	-0.10045454545454735	0.5456388798773602	0.7525526397093094	0.9092427247325003	ANGPTL7
ENSG00000120942	0.3594923591314992	0.01654410232602249	-0.034999999999999254	0.5621878985259168	0.18332202274390574	0.9132366492296984	UBIAD1
ENSG00000204624	-0.12390013682295277	0.4229608545448005	0.003636363636363882	0.8331823963793754	0.7844261326046427	0.9704059337259985	DISP3
ENSG00000132879	0.2464245142612812	0.10684999403948962	-0.02090909090909232	0.2710137745619961	0.4542095169244664	0.7993335189232323	FBXO44
ENSG00000162490	-0.24855302555010939	0.10375931722026549	0.04409090909090807	0.08269706433760926	0.44867788515646706	0.6142610551221827	DRAXIN
ENSG00000177674	0.1734483062764723	0.26018066932936257	-0.03681818181818297	0.2755392591023037	0.6630885883648863	0.8009713606763224	AGTRAP
ENSG00000011021	-0.22617162637721464	0.13987174447834608	0.04772727272727284	0.17074211661661712	0.5151130631732963	0.7245806651003055	CLCN6
ENSG00000083444	0.11007299396866231	0.47690585520439055	-0.033636363636362354	0.5794297827595785	0.8162507626082361	0.9178008796134032	PLOD1
ENSG00000116688	0.6144790699726322	9.117743338004654e-06	-0.2845454545454551	0.07768199880861798	0.0017586223194357988	0.6084223306956104	MFN2
ENSG00000116691	0.36766182053934543	0.014078348177665257	-0.03636363636363438	0.19877745964644378	0.16821182247405078	0.7498263425132992	MIIP
ENSG00000120949	-0.10856461711063782	0.48300209426120577	0.020909090909090544	0.3612152842792573	0.8194927751061076	0.850214653301532	TNFRSF8
ENSG00000028137	0.4921158253098569	0.0006913850699717096	-0.05545454545454476	0.06725948918743574	0.028090719324406127	0.5911560111256245	TNFRSF1B
ENSG00000239149	0.45145374477374917	0.002098354748122042	-0.42909090909090963	0.022801536121221516	0.05472559069693622	0.4922663739233457	SNORA59A
ENSG00000204518	0.04992772462356972	0.747566592133154	-0.01590909090909065	0.7473021717178105	0.9259907427749554	0.9525524849666674	AADACL4
ENSG00000188984	-0.13911733664738926	0.36778800546714896	0.026818181818182296	0.4528564041939912	0.7497578480789081	0.8850390386831014	AADACL3
ENSG00000157330	-0.47821338373172617	0.0010262617166715408	0.12136363636363656	0.32988375103571677	0.03518153447464626	0.8344314163681944	C1orf158
ENSG00000116726	0.031421929102291586	0.8395422308149263	0.006363636363637237	0.9090640242104455	0.9580420801809757	0.9840204596325464	PRAMEF12
ENSG00000120952	0.14179376804026764	0.35855232711392737	0.036363636363636154	0.45260595264361003	0.7438901235819921	0.8852395454424609	PRAMEF2
ENSG00000204479	-0.054454414360084184	0.7255345161480259	0.030454545454545734	0.5901330475814024	0.918602166012418	0.9220237894916125	PRAMEF17
ENSG00000204478	-0.008251350260721583	0.9576056682960867	0.06363636363636482	0.13766165591964394	0.9906226610439627	0.6860412790180552	PRAMEF20
ENSG00000162493	-0.14451886118058938	0.3492945974766323	-0.006363636363637681	0.9376913174534672	0.7390981042688185	0.9889651486566072	PDPN
ENSG00000189337	-0.19497495263021558	0.20469141969166665	0.027727272727274155	0.1793300972799802	0.6053485759777815	0.732681998942787	KAZN
ENSG00000171729	0.10594959267944368	0.4936668370830757	-0.018181818181817633	0.5481768939127578	0.824202446921159	0.9098440512488629	TMEM51
ENSG00000142621	-0.18934586596771813	0.2183254812398398	0.01499999999999968	0.42113629445506084	0.6203737812403542	0.8775714401371516	FHAD1
ENSG00000142634	0.30455211586627884	0.0444266093113486	-0.08181818181818112	0.015288426543155762	0.3061546315794231	0.467495579591411	EFHD2
ENSG00000162438	-0.09119779664742374	0.5560278954220379	0.07500000000000151	0.036225698515039	0.8551127328877253	0.5347632130664126	CTRC
ENSG00000116138	-0.03391329040319224	0.827006837365373	-0.03500000000000014	0.42506095280049405	0.954033783071773	0.8776226142282404	DNAJC16
ENSG00000197312	-0.15293786145652272	0.3216288007634789	-0.07954545454545325	0.5303738634687446	0.7174010307536639	0.9037982574372239	DDI2
ENSG00000116786	0.10022907495211104	0.5174132771223523	-0.019999999999997797	0.8350088877209141	0.8367088483555857	0.9707939323890498	PLEKHM2
ENSG00000162461	0.27320786703523015	0.07275012564101767	0.029090909090909278	0.8695500959908107	0.38461150760576573	0.9756660029937166	SLC25A34
ENSG00000162460	0.03932232504467395	0.7999407740605046	0.004545454545454852	0.8592523974807731	0.9452376778180945	0.9738859667171981	TMEM82
ENSG00000162458	0.07234010592798765	0.6407516648740444	-0.004545454545454408	0.8083228390727941	0.8903866061174277	0.9660027555937688	FBLIM1
ENSG00000065526	0.22146993800492837	0.14851838293574413	-0.04772727272727462	0.5218428206411133	0.5296210193596467	0.9008049948753758	SPEN
ENSG00000183888	-0.013754191746012967	0.9293897972593222	0.016363636363635692	0.6917665229269654	0.9822163849648136	0.9467357512993448	C1orf64
ENSG00000055070	-0.1204543517940473	0.4360716848184396	-0.014999999999998792	0.8071721431373052	0.7922503065866113	0.965745429880435	SZRD1
ENSG00000157191	-0.005435364322695416	0.9720666518910455	0.0331818181818182	0.0953296503870719	0.9932883433656419	0.6352414668162057	NECAP2
ENSG00000237847	-0.009448264415734214	0.9514629367472642	0.008181818181818734	0.8719150333379635	0.9889309803865685	0.9764469256139817	FAM231A
ENSG00000142623	0.25544406483964355	0.09422152652413436	-0.03772727272727261	0.07718892504335871	0.43247286442249117	0.6102792848473118	PADI1
ENSG00000142619	-0.059320051129053156	0.7020949270988925	0.015454545454546498	0.576275842853579	0.9126922056317407	0.9168594628141787	PADI3
ENSG00000159339	-0.09560792440737118	0.5370034245392907	0.013181818181818628	0.33226223598489835	0.8463216402544339	0.8352716651399221	PADI4
ENSG00000074964	0.24241789073978942	0.11285784528611699	-0.019545454545454533	0.5125792668031129	0.4668585671604821	0.8990497942368582	ARHGEF10L
ENSG00000117148	0.022189308539060933	0.8863158941310445	-0.010909090909091645	0.7567991429405555	0.9714991927676321	0.9557733887532472	ACTL8
ENSG00000117154	0.05800628708926069	0.7083980134411632	-0.0068181818181827225	0.857299117046564	0.9136455236916229	0.9731803196482532	IGSF21
ENSG00000179023	-0.16791879400713372	0.2759156351272759	0.05772727272727263	0.11283409494265383	0.6790341037232118	0.6605950748610607	KLHDC7A
ENSG00000009709	0.04894146503377693	0.7523940455172824	-0.06500000000000039	0.13924732871696732	0.9282364719842089	0.6890524707189767	PAX7
ENSG00000053372	0.18517240960003725	0.22883137590788796	-0.008636363636365552	0.7608411889916606	0.6327108238713374	0.956542120849626	MRTO4
ENSG00000040487	0.07930130059335162	0.608868694430107	-0.017272727272726662	0.3923166867588942	0.8779153310307433	0.8634410640742459	PQLC2
ENSG00000158748	0.20288812233534076	0.1865514144529459	-0.04818181818181788	0.132780703391226	0.5835591563853335	0.6802588750504374	HTR6
ENSG00000127472	-0.13255034081736364	0.39104634502482016	0.012272727272726325	0.5445851329657796	0.76594637293557	0.9091267123659277	PLA2G5
ENSG00000158786	0.19829217354374318	0.19694223686555548	-0.016818181818180733	0.5554116480872946	0.5966051331488142	0.9119350090952474	PLA2G2F
ENSG00000162543	-0.07073593428635681	0.6481932145034788	-0.004090909090909811	0.9151320370718146	0.8921106642331263	0.9851209760616062	UBXN10
ENSG00000158816	-0.10544784569398466	0.4957268868705572	0.011363636363636243	0.5308765583682922	0.8249737667916962	0.9040404921393485	VWA5B1
ENSG00000183114	-0.03818602903516086	0.8056085861005376	-0.03954545454545322	0.2277386937096235	0.9465186360021847	0.7692974503447482	FAM43B
ENSG00000158825	0.17111722459898787	0.2667394873089742	-0.024999999999999467	0.5071380854883697	0.6703624686779946	0.8983939923790739	CDA
ENSG00000158828	0.17399732192375272	0.2586517281174726	0.021363636363636473	0.8544298298718943	0.6620759999880238	0.9727542565941162	PINK1
ENSG00000231105	-0.2459895191926191	0.10749018577522687	0.04681818181818187	0.28562768875160377	0.45549679882346256	0.8096474794845203	AL031728.1
ENSG00000142794	-0.23742026198905306	0.12070717702263047	0.05999999999999961	0.11398551434789576	0.48249883195199494	0.6609427643985023	NBPF3
ENSG00000162551	0.006636552876497736	0.9658968168928936	0.017272727272726662	0.496571600708538	0.9922404851986462	0.8967820491445888	ALPL
ENSG00000187942	-0.11235851532607222	0.46774664769995644	-0.004545454545454852	0.8442094362118504	0.8106130687627997	0.971770987958447	LDLRAD2
ENSG00000218510	-0.03503454144503822	0.8213788519646047	-0.15500000000000025	0.2438482336393607	0.9520465964262526	0.7797457090249698	LINC00339
ENSG00000070831	0.13122161740837934	0.3958547721854281	-0.026818181818182296	0.3855070981629112	0.7693547737126158	0.8615254121410003	CDC42
ENSG00000184677	-0.02425781270075078	0.87579755010976	0.007272727272728652	0.8767940854280274	0.9691695731370348	0.9774828371082784	ZBTB40
ENSG00000070886	0.11399539663203863	0.4612450574007022	-0.01909090909090949	0.278019208956978	0.8074778822558473	0.8027295863814572	EPHA8
ENSG00000159189	-0.22785617166452518	0.13686644189053288	0.16272727272727305	0.0700487080480478	0.5103632436929324	0.5951088691477905	C1QC
ENSG00000173369	-0.3513261160459461	0.019364697443031105	0.06136363636363473	0.1370980883907346	0.1998172660317942	0.6859594205912696	C1QB
ENSG00000133216	-0.2074848906042743	0.1765552586470717	0.015909090909089763	0.46960761272063345	0.5720690234028802	0.8897401574344299	EPHB2
ENSG00000004487	0.1137758683456163	0.4621141737993564	-0.007727272727274581	0.869999770124116	0.8079517858876685	0.9758586378590545	KDM1A
ENSG00000142676	0.23280573667925128	0.1283140525638687	-0.08818181818181792	0.12167817227830144	0.49585386406891757	0.6703375015156142	RPL11
ENSG00000011007	0.31886464877163434	0.0348898934917501	-0.1404545454545456	0.04662501797723756	0.27144832028687843	0.5522012925347326	ELOA
ENSG00000057757	0.0026104147064053345	0.9865825605819754	0.04954545454545478	0.41349748391804575	0.9966329268106378	0.873055195203842	PITHD1
ENSG00000011009	0.19779182782182042	0.19809761330741815	-0.03818181818181632	0.40046640240465115	0.5977323893367378	0.8655321136567463	LYPLA2
ENSG00000189266	0.18295908136967204	0.23454151354147101	-0.11227272727272819	0.21547177652319532	0.6387389675220945	0.7589726312532861	PNRC2
ENSG00000230023	0.04060913867062859	0.793534438623997	-0.0036363636363621055	0.9670016975790432	0.9426813175450691	0.9948894370402911	AL590683.1
ENSG00000158055	-0.015852868203346884	0.9186494451467557	0.024090909090909385	0.3540818141707289	0.9795950826984118	0.8446376735967157	GRHL3
ENSG00000001461	0.46966935672485216	0.001297662604287334	-0.039090909090909065	0.2931783827698061	0.040312520407878374	0.8157683852846603	NIPAL3
ENSG00000117602	0.1946271478048954	0.2055161110081924	0.004090909090909811	0.8869595035991611	0.6062552572127383	0.9801620101474833	RCAN3
ENSG00000184454	-0.027049032510002402	0.8616379707356039	0.021818181818182403	0.39778341418628604	0.9638308369352698	0.8636682936414761	NCMAP
ENSG00000133226	-0.0688597502973347	0.6569397167040724	0.040454545454545965	0.586785879869119	0.8962075165233855	0.920645907165708	SRRM1
ENSG00000169504	-0.15370246446894723	0.3191865071351101	0.09999999999999787	0.40442798106167854	0.7160482583378646	0.8659899870189803	CLIC4
ENSG00000187010	-0.21885886183699685	0.15348696417544522	0.011363636363636687	0.6574120881688404	0.5383699430870132	0.9387322625723631	RHD
ENSG00000183726	-0.1301833775588714	0.3996358268450555	-0.08636363636363953	0.2548798770038513	0.771916807833654	0.788169767648273	TMEM50A
ENSG00000204178	-0.09471421709529132	0.5408330851863234	-0.00045454545454504114	0.9955842159732973	0.8471844989906603	1.0	TMEM57
ENSG00000157978	0.1403108097419919	0.36365213593899204	0.0018181818181837173	0.9409302661409618	0.7471406168794555	0.989467858804515	LDLRAP1
ENSG00000117643	-0.15223926618040723	0.32387050344585067	-0.001818181818181941	0.9407690799261572	0.7198398222719476	0.9896541139265156	MAN1C1
ENSG00000158008	0.25387817812902824	0.09632698960311178	-0.11545454545454437	0.02823261150213863	0.43553099472277645	0.5051363884663989	EXTL1
ENSG00000175087	0.3403986121346594	0.023763202144432737	-0.13181818181818095	0.007210204762226989	0.22091722671561623	0.39796702511511983	PDIK1L
ENSG00000197245	0.2440126517455986	0.11043652572215051	0.04499999999999904	0.2675581243592646	0.461409640436845	0.7973141254250955	FAM110D
ENSG00000142684	-0.1497778900476589	0.33184667693285885	0.05909090909090864	0.1889023078923706	0.7263465361672949	0.7389376661749252	ZNF593
ENSG00000142675	-0.23655540098527655	0.12210632849610902	0.010454545454547493	0.8787403491258375	0.4848892031139605	0.9779134293594155	CNKSR1
ENSG00000130695	0.11415782674040817	0.46060256074378414	-0.04636363636363683	0.6225393391667544	0.8072387564827657	0.9308920157654519	CEP85
ENSG00000142669	0.015167554879494635	0.9221551787885215	-0.0054545454545449346	0.8844467240801993	0.9802960267758541	0.9794819169067864	SH3BGRL3
ENSG00000169442	-0.06207657229623802	0.6889343157996238	-0.014999999999998792	0.7705363267650263	0.9076165361341288	0.9591811069063646	CD52
ENSG00000131914	-0.016369161781722385	0.9160093379988246	-0.04227272727272702	0.2598369646482701	0.9789208414853489	0.7913688015801557	LIN28A
ENSG00000117682	0.08027159945792746	0.6044791968614134	0.008181818181817846	0.7792671584372513	0.8758311757727859	0.9602427102562928	DHDDS
ENSG00000198830	-0.10520564639645796	0.49672287780684365	0.019090909090908603	0.8147587639815286	0.8260047324742511	0.967305588839542	HMGN2
ENSG00000117676	0.011550311252096365	0.9406818751949506	0.004090909090909811	0.838341903236288	0.9860166182992997	0.9708747087360337	RPS6KA1
ENSG00000238705	-0.08001692231323326	0.6056299959164338	0.07181818181818134	0.49299306459149184	0.8765579028882037	0.8944608507039349	MIR1976
ENSG00000117713	-0.11106412147205716	0.47292234397360733	0.029545454545455208	0.5402254532656457	0.8127614786472883	0.907024790101264	ARID1A
ENSG00000060642	0.15896518293357068	0.3026947716158444	-0.06181818181818155	0.020406024095567965	0.7010025902363506	0.48730140806178085	PIGV
ENSG00000204160	0.19265821372875264	0.2102285948571175	-0.04636363636363772	0.10272114840777767	0.6119290708013477	0.6452976366690457	ZDHHC18
ENSG00000253368	0.1312262528084844	0.3958379378587078	0.0045454545454557405	0.9131945598275962	0.7694924670834022	0.9846053758888119	TRNP1
ENSG00000186501	0.2763099200551732	0.06943229532151447	-0.06272727272727252	0.03684391992103642	0.37567066815142475	0.5366676202938018	TMEM222
ENSG00000206888	-0.10410130347473708	0.50127724045456	0.019999999999999574	0.7278484003086667	0.8291789769539569	0.9510306798345655	RNU6-48P
ENSG00000142765	-0.025399253724632063	0.8700022450755229	-0.021818181818181515	0.2293473640300218	0.9671467100871226	0.7705790454546215	SYTL1
ENSG00000117758	0.10194296411857307	0.5102394821625849	-0.01318181818181774	0.7250706042874425	0.8337886035674229	0.9505855427586788	STX12
ENSG00000117751	0.1607623033121036	0.2971906118565104	-0.027272727272728226	0.42895511301479694	0.6967129182991145	0.8785321054417405	PPP1R8
ENSG00000252947	-0.002220733967283566	0.9885853625647072	0.028181818181818308	0.8671584531790495	0.9969920870912284	0.9751018752129333	SCARNA1
ENSG00000130775	-0.10650020161726403	0.4914112654556235	-0.001818181818182385	0.9270169945708052	0.8236488284260031	0.9874379347437052	THEMIS2
ENSG00000130768	-0.13209619792234983	0.39268595290745156	0.051363636363637166	0.061298603140298405	0.7676159756578226	0.5784478937196331	SMPDL3B
ENSG00000158156	0.3893802245132294	0.008988163993316652	-0.07318181818181646	0.0006206206248763759	0.13135741416377508	0.3112323773665757	XKR8
ENSG00000130770	0.3477249517199342	0.02073146873191816	-0.3454545454545439	0.004589343688315824	0.2075748654778252	0.37641196456691284	ATPIF1
ENSG00000130766	-0.12144059601654249	0.4322962602022037	0.00045454545454504114	0.9855430641467802	0.7898057623679691	0.997822557793279	SESN2
ENSG00000130772	-0.051365374287969605	0.7405468200133452	-0.004090909090909811	0.8537749109496383	0.9236837538995335	0.9728289559197645	MED18
ENSG00000204138	0.24163229498496588	0.11406533547581824	-0.002727272727272023	0.9478537609359629	0.4699706028806483	0.9907532879911874	PHACTR4
ENSG00000180198	-0.07246862840775514	0.6401569561147624	-0.0031818181818188407	0.8437163549257577	0.8897715310204554	0.9715857145818724	RCC1
ENSG00000180098	-0.16400915258492993	0.28741083438404386	0.010454545454545716	0.7720985634763291	0.6883114974906178	0.9592209786336727	TRNAU1AP
ENSG00000188060	-0.09894150537470117	0.5228355313370932	-0.001818181818181941	0.9604748214031366	0.839521475256487	0.9937078729895581	RAB42
ENSG00000274978	0.12522910035635895	0.4179643922189782	0.00045454545454504114	0.9964949056927525	0.7819346634222453	1.0	RNU11
ENSG00000162419	-0.0033867231272529073	0.982592902968215	0.049090909090907964	0.155709469986569	0.9956396855385122	0.7085850705740885	GMEB1
ENSG00000198492	0.06642916300642943	0.6683383209961653	-0.02772727272727238	0.3824063115332893	0.8997985894089662	0.8601814148445847	YTHDF2
ENSG00000116329	-0.19053845427388494	0.21538574413793266	0.016818181818182065	0.5926861721946521	0.6168136043578062	0.9223182635305023	OPRD1
ENSG00000159023	0.06045118217675874	0.6966838228480416	-0.10772727272727334	0.28161640258364057	0.9107846312102508	0.8062193929453694	EPB41
ENSG00000121766	0.16937143472855426	0.27172267938128036	-0.10636363636363466	0.031802721042679935	0.6760136737774958	0.5211964143241067	ZCCHC17
ENSG00000168528	0.30944660544009617	0.0409518555805643	0.012272727272727657	0.8870895211737289	0.29567542951462966	0.9801205637442584	SERINC2
ENSG00000142910	0.2147641676147199	0.16152230984759622	-0.040454545454545965	0.4402529692353795	0.548681939702924	0.8813093198014804	TINAGL1
ENSG00000121774	0.29397251586840156	0.05275841178785549	-0.014545454545455527	0.7153994099970415	0.33178632880703673	0.9493226313047609	KHDRBS1
ENSG00000121775	0.003719364705646729	0.9808834912970273	-0.013636363636364557	0.48180335531418617	0.995171505158695	0.8922359667097062	TMEM39B
ENSG00000084652	0.32485988674799954	0.03143076239668236	-0.028181818181819196	0.43737505094690743	0.25623443640806726	0.8814797214628681	TXLNA
ENSG00000160050	0.22666057591883382	0.1389944418929388	-0.0868181818181828	0.30147745022135547	0.5138227557086904	0.8186157497347202	CCDC28B
ENSG00000160051	0.08106876980183259	0.6008831863982937	-0.026363636363636367	0.3713974362537912	0.8745192112489927	0.8553690855696815	IQCC
ENSG00000222046	-0.04842244325995399	0.7549382725323177	0.036363636363636154	0.23715349984909112	0.9292199550832566	0.775143059469506	DCDC2B
ENSG00000084623	0.19803972041062656	0.19752459484404555	-0.13227272727272776	0.055743901162739695	0.5966187727934413	0.5721736568470217	EIF3I
